plate,county_code,intersection,interval_label,time_range,accidente_intersectie,accidente_vehicul,scor_judet,label_risk
SM33ILO,SM,Piata Universitatii,Pranz,12:00-14:00,3,5,3.25,0.25763656633221854
SM33ILO,SM,Piata Universitatii,Seara,15:30-19:00,25,5,3.25,0.7358974358974358
SJ66VNM,SJ,Arcul de Triumf,Dimineata,06:30-09:30,15,3,4.5,0.49030100334448157
SJ66VNM,SJ,Arcul de Triumf,Pranz,12:00-14:00,2,3,4.5,0.20769230769230768
SJ66VNM,SJ,Arcul de Triumf,Seara,15:30-19:00,22,3,4.5,0.64247491638796
SJ66VNM,SJ,Piata Romana,Dimineata,06:30-09:30,11,3,4.5,0.4033444816053512
SJ66VNM,SJ,Piata Romana,Pranz,12:00-14:00,3,3,4.5,0.2294314381270903
SJ66VNM,SJ,Piata Romana,Seara,15:30-19:00,20,3,4.5,0.5989966555183946
SJ66VNM,SJ,Piata Unirii,Dimineata,06:30-09:30,15,3,4.5,0.49030100334448157
SJ66VNM,SJ,Piata Unirii,Pranz,12:00-14:00,3,3,4.5,0.2294314381270903
SJ66VNM,SJ,Piata Unirii,Seara,15:30-19:00,18,3,4.5,0.5555183946488294
SJ66VNM,SJ,Piata Universitatii,Dimineata,06:30-09:30,5,3,4.5,0.2729096989966555
SJ66VNM,SJ,Piata Universitatii,Pranz,12:00-14:00,3,3,4.5,0.2294314381270903
SJ66VNM,SJ,Piata Universitatii,Seara,15:30-19:00,25,3,4.5,0.7076923076923076
SJ23MNN,SJ,Arcul de Triumf,Dimineata,06:30-09:30,15,6,4.5,0.5903010033444815
SJ23MNN,SJ,Arcul de Triumf,Pranz,12:00-14:00,2,6,4.5,0.3076923076923077
SJ23MNN,SJ,Arcul de Triumf,Seara,15:30-19:00,22,6,4.5,0.7424749163879598
SJ23MNN,SJ,Piata Romana,Dimineata,06:30-09:30,11,6,4.5,0.5033444816053512
SJ23MNN,SJ,Piata Romana,Pranz,12:00-14:00,3,6,4.5,0.3294314381270903
SJ23MNN,SJ,Piata Romana,Seara,15:30-19:00,20,6,4.5,0.6989966555183946
SJ23MNN,SJ,Piata Unirii,Dimineata,06:30-09:30,15,6,4.5,0.5903010033444815
SJ23MNN,SJ,Piata Unirii,Pranz,12:00-14:00,3,6,4.5,0.3294314381270903
SJ23MNN,SJ,Piata Unirii,Seara,15:30-19:00,18,6,4.5,0.6555183946488294
SJ23MNN,SJ,Piata Universitatii,Dimineata,06:30-09:30,5,6,4.5,0.3729096989966555
SJ23MNN,SJ,Piata Universitatii,Pranz,12:00-14:00,3,6,4.5,0.3294314381270903
SJ23MNN,SJ,Piata Universitatii,Seara,15:30-19:00,25,6,4.5,0.8076923076923077
PH99URU,PH,Arcul de Triumf,Dimineata,06:30-09:30,15,2,3.0,0.4108138238573021
PH99URU,PH,Arcul de Triumf,Pranz,12:00-14:00,2,2,3.0,0.1282051282051282
PH99URU,PH,Arcul de Triumf,Seara,15:30-19:00,22,2,3.0,0.5629877369007804
PH99URU,PH,Piata Romana,Dimineata,06:30-09:30,11,2,3.0,0.3238573021181717
PH99URU,PH,Piata Romana,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
PH99URU,PH,Piata Romana,Seara,15:30-19:00,20,2,3.0,0.5195094760312151
PH99URU,PH,Piata Unirii,Dimineata,06:30-09:30,15,2,3.0,0.4108138238573021
PH99URU,PH,Piata Unirii,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
PH99URU,PH,Piata Unirii,Seara,15:30-19:00,18,2,3.0,0.4760312151616499
PH99URU,PH,Piata Universitatii,Dimineata,06:30-09:30,5,2,3.0,0.19342251950947603
PH99URU,PH,Piata Universitatii,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
PH99URU,PH,Piata Universitatii,Seara,15:30-19:00,25,2,3.0,0.6282051282051282
PH578HOT,PH,Arcul de Triumf,Dimineata,06:30-09:30,15,4,3.0,0.4774804905239688
PH578HOT,PH,Arcul de Triumf,Pranz,12:00-14:00,2,4,3.0,0.19487179487179487
PH578HOT,PH,Arcul de Triumf,Seara,15:30-19:00,22,4,3.0,0.6296544035674471
PH578HOT,PH,Piata Romana,Dimineata,06:30-09:30,11,4,3.0,0.39052396878483836
PH578HOT,PH,Piata Romana,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
PH578HOT,PH,Piata Romana,Seara,15:30-19:00,20,4,3.0,0.5861761426978819
PH578HOT,PH,Piata Unirii,Dimineata,06:30-09:30,15,4,3.0,0.4774804905239688
PH578HOT,PH,Piata Unirii,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
PH578HOT,PH,Piata Unirii,Seara,15:30-19:00,18,4,3.0,0.5426978818283166
PH578HOT,PH,Piata Universitatii,Dimineata,06:30-09:30,5,4,3.0,0.2600891861761427
PH578HOT,PH,Piata Universitatii,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
PH578HOT,PH,Piata Universitatii,Seara,15:30-19:00,25,4,3.0,0.6948717948717948
OT31JKL,OT,Arcul de Triumf,Dimineata,06:30-09:30,15,3,4.0,0.4749163879598662
OT31JKL,OT,Arcul de Triumf,Pranz,12:00-14:00,2,3,4.0,0.1923076923076923
OT31JKL,OT,Arcul de Triumf,Seara,15:30-19:00,22,3,4.0,0.6270903010033445
OT31JKL,OT,Piata Romana,Dimineata,06:30-09:30,11,3,4.0,0.3879598662207358
OT31JKL,OT,Piata Romana,Pranz,12:00-14:00,3,3,4.0,0.2140468227424749
OT31JKL,OT,Piata Romana,Seara,15:30-19:00,20,3,4.0,0.5836120401337792
OT31JKL,OT,Piata Unirii,Dimineata,06:30-09:30,15,3,4.0,0.4749163879598662
OT31JKL,OT,Piata Unirii,Pranz,12:00-14:00,3,3,4.0,0.2140468227424749
OT31JKL,OT,Piata Unirii,Seara,15:30-19:00,18,3,4.0,0.540133779264214
OT31JKL,OT,Piata Universitatii,Dimineata,06:30-09:30,5,3,4.0,0.25752508361204013
OT31JKL,OT,Piata Universitatii,Pranz,12:00-14:00,3,3,4.0,0.2140468227424749
OT31JKL,OT,Piata Universitatii,Seara,15:30-19:00,25,3,4.0,0.6923076923076923
OT65KLL,OT,Arcul de Triumf,Dimineata,06:30-09:30,15,5,4.0,0.5415830546265329
OT65KLL,OT,Arcul de Triumf,Pranz,12:00-14:00,2,5,4.0,0.25897435897435894
OT65KLL,OT,Arcul de Triumf,Seara,15:30-19:00,22,5,4.0,0.6937569676700112
OT65KLL,OT,Piata Romana,Dimineata,06:30-09:30,11,5,4.0,0.45462653288740246
OT65KLL,OT,Piata Romana,Pranz,12:00-14:00,3,5,4.0,0.2807134894091416
OT65KLL,OT,Piata Romana,Seara,15:30-19:00,20,5,4.0,0.650278706800446
OT65KLL,OT,Piata Unirii,Dimineata,06:30-09:30,15,5,4.0,0.5415830546265329
OT65KLL,OT,Piata Unirii,Pranz,12:00-14:00,3,5,4.0,0.2807134894091416
OT65KLL,OT,Piata Unirii,Seara,15:30-19:00,18,5,4.0,0.6068004459308807
OT65KLL,OT,Piata Universitatii,Dimineata,06:30-09:30,5,5,4.0,0.3241917502787068
OT65KLL,OT,Piata Universitatii,Pranz,12:00-14:00,3,5,4.0,0.2807134894091416
OT65KLL,OT,Piata Universitatii,Seara,15:30-19:00,25,5,4.0,0.7589743589743589
NT77SNM,NT,Arcul de Triumf,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
NT77SNM,NT,Arcul de Triumf,Pranz,12:00-14:00,2,4,4.5,0.24102564102564103
NT77SNM,NT,Arcul de Triumf,Seara,15:30-19:00,22,4,4.5,0.6758082497212932
NT77SNM,NT,Piata Romana,Dimineata,06:30-09:30,11,4,4.5,0.4366778149386845
NT77SNM,NT,Piata Romana,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
NT77SNM,NT,Piata Romana,Seara,15:30-19:00,20,4,4.5,0.632329988851728
NT77SNM,NT,Piata Unirii,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
NT77SNM,NT,Piata Unirii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
NT77SNM,NT,Piata Unirii,Seara,15:30-19:00,18,4,4.5,0.5888517279821628
NT77SNM,NT,Piata Universitatii,Dimineata,06:30-09:30,5,4,4.5,0.30624303232998884
NT77SNM,NT,Piata Universitatii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
NT77SNM,NT,Piata Universitatii,Seara,15:30-19:00,25,4,4.5,0.7410256410256411
NT663HNM,NT,Arcul de Triumf,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
NT663HNM,NT,Arcul de Triumf,Pranz,12:00-14:00,2,5,4.5,0.2743589743589744
NT663HNM,NT,Arcul de Triumf,Seara,15:30-19:00,22,5,4.5,0.7091415830546266
NT663HNM,NT,Piata Romana,Dimineata,06:30-09:30,11,5,4.5,0.47001114827201784
NT663HNM,NT,Piata Romana,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
NT663HNM,NT,Piata Romana,Seara,15:30-19:00,20,5,4.5,0.6656633221850614
NT663HNM,NT,Piata Unirii,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
NT663HNM,NT,Piata Unirii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
NT663HNM,NT,Piata Unirii,Seara,15:30-19:00,18,5,4.5,0.622185061315496
NT663HNM,NT,Piata Universitatii,Dimineata,06:30-09:30,5,5,4.5,0.33957636566332217
NT663HNM,NT,Piata Universitatii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
NT663HNM,NT,Piata Universitatii,Seara,15:30-19:00,25,5,4.5,0.7743589743589743
MS78YUI,MS,Arcul de Triumf,Dimineata,06:30-09:30,15,4,5.5,0.5544035674470458
MS78YUI,MS,Arcul de Triumf,Pranz,12:00-14:00,2,4,5.5,0.27179487179487183
MS78YUI,MS,Arcul de Triumf,Seara,15:30-19:00,22,4,5.5,0.706577480490524
MS78YUI,MS,Piata Romana,Dimineata,06:30-09:30,11,4,5.5,0.4674470457079153
MS78YUI,MS,Piata Romana,Pranz,12:00-14:00,3,4,5.5,0.2935340022296544
MS78YUI,MS,Piata Romana,Seara,15:30-19:00,20,4,5.5,0.6630992196209589
MS78YUI,MS,Piata Unirii,Dimineata,06:30-09:30,15,4,5.5,0.5544035674470458
MS78YUI,MS,Piata Unirii,Pranz,12:00-14:00,3,4,5.5,0.2935340022296544
MS78YUI,MS,Piata Unirii,Seara,15:30-19:00,18,4,5.5,0.6196209587513934
MS78YUI,MS,Piata Universitatii,Dimineata,06:30-09:30,5,4,5.5,0.3370122630992196
MS78YUI,MS,Piata Universitatii,Pranz,12:00-14:00,3,4,5.5,0.2935340022296544
MS78YUI,MS,Piata Universitatii,Seara,15:30-19:00,25,4,5.5,0.7717948717948717
MS22MUH,MS,Arcul de Triumf,Dimineata,06:30-09:30,15,7,5.5,0.6544035674470456
MS22MUH,MS,Arcul de Triumf,Pranz,12:00-14:00,2,7,5.5,0.3717948717948718
MS22MUH,MS,Arcul de Triumf,Seara,15:30-19:00,22,7,5.5,0.8065774804905239
MS22MUH,MS,Piata Romana,Dimineata,06:30-09:30,11,7,5.5,0.5674470457079153
MS22MUH,MS,Piata Romana,Pranz,12:00-14:00,3,7,5.5,0.3935340022296544
MS22MUH,MS,Piata Romana,Seara,15:30-19:00,20,7,5.5,0.7630992196209587
MS22MUH,MS,Piata Unirii,Dimineata,06:30-09:30,15,7,5.5,0.6544035674470456
MS22MUH,MS,Piata Unirii,Pranz,12:00-14:00,3,7,5.5,0.3935340022296544
MS22MUH,MS,Piata Unirii,Seara,15:30-19:00,18,7,5.5,0.7196209587513935
MS22MUH,MS,Piata Universitatii,Dimineata,06:30-09:30,5,7,5.5,0.43701226309921964
MS22MUH,MS,Piata Universitatii,Pranz,12:00-14:00,3,7,5.5,0.3935340022296544
MS22MUH,MS,Piata Universitatii,Seara,15:30-19:00,25,7,5.5,0.8717948717948718
IF06XAA,IF,Arcul de Triumf,Dimineata,06:30-09:30,15,3,3.0,0.4441471571906354
IF06XAA,IF,Arcul de Triumf,Pranz,12:00-14:00,2,3,3.0,0.16153846153846152
IF06XAA,IF,Arcul de Triumf,Seara,15:30-19:00,22,3,3.0,0.5963210702341137
IF06XAA,IF,Piata Romana,Dimineata,06:30-09:30,11,3,3.0,0.35719063545150503
IF06XAA,IF,Piata Romana,Pranz,12:00-14:00,3,3,3.0,0.18327759197324414
IF06XAA,IF,Piata Romana,Seara,15:30-19:00,20,3,3.0,0.5528428093645485
IF06XAA,IF,Piata Unirii,Dimineata,06:30-09:30,15,3,3.0,0.4441471571906354
IF06XAA,IF,Piata Unirii,Pranz,12:00-14:00,3,3,3.0,0.18327759197324414
IF06XAA,IF,Piata Unirii,Seara,15:30-19:00,18,3,3.0,0.5093645484949832
IF06XAA,IF,Piata Universitatii,Dimineata,06:30-09:30,5,3,3.0,0.22675585284280936
IF06XAA,IF,Piata Universitatii,Pranz,12:00-14:00,3,3,3.0,0.18327759197324414
IF06XAA,IF,Piata Universitatii,Seara,15:30-19:00,25,3,3.0,0.6615384615384615
IF05BOK,IF,Arcul de Triumf,Dimineata,06:30-09:30,15,3,3.0,0.4441471571906354
IF05BOK,IF,Arcul de Triumf,Pranz,12:00-14:00,2,3,3.0,0.16153846153846152
IF05BOK,IF,Arcul de Triumf,Seara,15:30-19:00,22,3,3.0,0.5963210702341137
IF05BOK,IF,Piata Romana,Dimineata,06:30-09:30,11,3,3.0,0.35719063545150503
IF05BOK,IF,Piata Romana,Pranz,12:00-14:00,3,3,3.0,0.18327759197324414
IF05BOK,IF,Piata Romana,Seara,15:30-19:00,20,3,3.0,0.5528428093645485
IF05BOK,IF,Piata Unirii,Dimineata,06:30-09:30,15,3,3.0,0.4441471571906354
IF05BOK,IF,Piata Unirii,Pranz,12:00-14:00,3,3,3.0,0.18327759197324414
IF05BOK,IF,Piata Unirii,Seara,15:30-19:00,18,3,3.0,0.5093645484949832
IF05BOK,IF,Piata Universitatii,Dimineata,06:30-09:30,5,3,3.0,0.22675585284280936
IF05BOK,IF,Piata Universitatii,Pranz,12:00-14:00,3,3,3.0,0.18327759197324414
IF05BOK,IF,Piata Universitatii,Seara,15:30-19:00,25,3,3.0,0.6615384615384615
IS888DMN,IS,Arcul de Triumf,Dimineata,06:30-09:30,15,2,3.0,0.4108138238573021
IS888DMN,IS,Arcul de Triumf,Pranz,12:00-14:00,2,2,3.0,0.1282051282051282
IS888DMN,IS,Arcul de Triumf,Seara,15:30-19:00,22,2,3.0,0.5629877369007804
IS888DMN,IS,Piata Romana,Dimineata,06:30-09:30,11,2,3.0,0.3238573021181717
IS888DMN,IS,Piata Romana,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
IS888DMN,IS,Piata Romana,Seara,15:30-19:00,20,2,3.0,0.5195094760312151
IS888DMN,IS,Piata Unirii,Dimineata,06:30-09:30,15,2,3.0,0.4108138238573021
IS888DMN,IS,Piata Unirii,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
IS888DMN,IS,Piata Unirii,Seara,15:30-19:00,18,2,3.0,0.4760312151616499
IS888DMN,IS,Piata Universitatii,Dimineata,06:30-09:30,5,2,3.0,0.19342251950947603
IS888DMN,IS,Piata Universitatii,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
IS888DMN,IS,Piata Universitatii,Seara,15:30-19:00,25,2,3.0,0.6282051282051282
IS768KIL,IS,Arcul de Triumf,Dimineata,06:30-09:30,15,4,3.0,0.4774804905239688
IS768KIL,IS,Arcul de Triumf,Pranz,12:00-14:00,2,4,3.0,0.19487179487179487
IS768KIL,IS,Arcul de Triumf,Seara,15:30-19:00,22,4,3.0,0.6296544035674471
IS768KIL,IS,Piata Romana,Dimineata,06:30-09:30,11,4,3.0,0.39052396878483836
IS768KIL,IS,Piata Romana,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
IS768KIL,IS,Piata Romana,Seara,15:30-19:00,20,4,3.0,0.5861761426978819
IS768KIL,IS,Piata Unirii,Dimineata,06:30-09:30,15,4,3.0,0.4774804905239688
IS768KIL,IS,Piata Unirii,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
IS768KIL,IS,Piata Unirii,Seara,15:30-19:00,18,4,3.0,0.5426978818283166
IS768KIL,IS,Piata Universitatii,Dimineata,06:30-09:30,5,4,3.0,0.2600891861761427
IS768KIL,IS,Piata Universitatii,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
IS768KIL,IS,Piata Universitatii,Seara,15:30-19:00,25,4,3.0,0.6948717948717948
IL678ROG,IL,Arcul de Triumf,Dimineata,06:30-09:30,15,2,4.0,0.44158305462653286
IL678ROG,IL,Arcul de Triumf,Pranz,12:00-14:00,2,2,4.0,0.15897435897435896
IL678ROG,IL,Arcul de Triumf,Seara,15:30-19:00,22,2,4.0,0.5937569676700112
IL678ROG,IL,Piata Romana,Dimineata,06:30-09:30,11,2,4.0,0.3546265328874025
IL678ROG,IL,Piata Romana,Pranz,12:00-14:00,3,2,4.0,0.1807134894091416
IL678ROG,IL,Piata Romana,Seara,15:30-19:00,20,2,4.0,0.550278706800446
IL678ROG,IL,Piata Unirii,Dimineata,06:30-09:30,15,2,4.0,0.44158305462653286
IL678ROG,IL,Piata Unirii,Pranz,12:00-14:00,3,2,4.0,0.1807134894091416
IL678ROG,IL,Piata Unirii,Seara,15:30-19:00,18,2,4.0,0.5068004459308807
IL678ROG,IL,Piata Universitatii,Dimineata,06:30-09:30,5,2,4.0,0.2241917502787068
IL678ROG,IL,Piata Universitatii,Pranz,12:00-14:00,3,2,4.0,0.1807134894091416
IL678ROG,IL,Piata Universitatii,Seara,15:30-19:00,25,2,4.0,0.658974358974359
IL666OLI,IL,Arcul de Triumf,Dimineata,06:30-09:30,15,6,4.0,0.5749163879598662
IL666OLI,IL,Arcul de Triumf,Pranz,12:00-14:00,2,6,4.0,0.29230769230769227
IL666OLI,IL,Arcul de Triumf,Seara,15:30-19:00,22,6,4.0,0.7270903010033445
IL666OLI,IL,Piata Romana,Dimineata,06:30-09:30,11,6,4.0,0.4879598662207358
IL666OLI,IL,Piata Romana,Pranz,12:00-14:00,3,6,4.0,0.3140468227424749
IL666OLI,IL,Piata Romana,Seara,15:30-19:00,20,6,4.0,0.6836120401337793
IL666OLI,IL,Piata Unirii,Dimineata,06:30-09:30,15,6,4.0,0.5749163879598662
IL666OLI,IL,Piata Unirii,Pranz,12:00-14:00,3,6,4.0,0.3140468227424749
IL666OLI,IL,Piata Unirii,Seara,15:30-19:00,18,6,4.0,0.640133779264214
IL666OLI,IL,Piata Universitatii,Dimineata,06:30-09:30,5,6,4.0,0.3575250836120401
IL666OLI,IL,Piata Universitatii,Pranz,12:00-14:00,3,6,4.0,0.3140468227424749
IL666OLI,IL,Piata Universitatii,Seara,15:30-19:00,25,6,4.0,0.7923076923076923
HD56FIL,HD,Arcul de Triumf,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
HD56FIL,HD,Arcul de Triumf,Pranz,12:00-14:00,2,4,4.5,0.24102564102564103
HD56FIL,HD,Arcul de Triumf,Seara,15:30-19:00,22,4,4.5,0.6758082497212932
HD56FIL,HD,Piata Romana,Dimineata,06:30-09:30,11,4,4.5,0.4366778149386845
HD56FIL,HD,Piata Romana,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
HD56FIL,HD,Piata Romana,Seara,15:30-19:00,20,4,4.5,0.632329988851728
HD56FIL,HD,Piata Unirii,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
HD56FIL,HD,Piata Unirii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
HD56FIL,HD,Piata Unirii,Seara,15:30-19:00,18,4,4.5,0.5888517279821628
HD56FIL,HD,Piata Universitatii,Dimineata,06:30-09:30,5,4,4.5,0.30624303232998884
HD56FIL,HD,Piata Universitatii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
HD56FIL,HD,Piata Universitatii,Seara,15:30-19:00,25,4,4.5,0.7410256410256411
HD789IKJ,HD,Arcul de Triumf,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
HD789IKJ,HD,Arcul de Triumf,Pranz,12:00-14:00,2,5,4.5,0.2743589743589744
HD789IKJ,HD,Arcul de Triumf,Seara,15:30-19:00,22,5,4.5,0.7091415830546266
HD789IKJ,HD,Piata Romana,Dimineata,06:30-09:30,11,5,4.5,0.47001114827201784
HD789IKJ,HD,Piata Romana,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
HD789IKJ,HD,Piata Romana,Seara,15:30-19:00,20,5,4.5,0.6656633221850614
HD789IKJ,HD,Piata Unirii,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
HD789IKJ,HD,Piata Unirii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
HD789IKJ,HD,Piata Unirii,Seara,15:30-19:00,18,5,4.5,0.622185061315496
HD789IKJ,HD,Piata Universitatii,Dimineata,06:30-09:30,5,5,4.5,0.33957636566332217
HD789IKJ,HD,Piata Universitatii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
HD789IKJ,HD,Piata Universitatii,Seara,15:30-19:00,25,5,4.5,0.7743589743589743
GJ08BOH,GJ,Arcul de Triumf,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
GJ08BOH,GJ,Arcul de Triumf,Pranz,12:00-14:00,2,4,4.5,0.24102564102564103
GJ08BOH,GJ,Arcul de Triumf,Seara,15:30-19:00,22,4,4.5,0.6758082497212932
GJ08BOH,GJ,Piata Romana,Dimineata,06:30-09:30,11,4,4.5,0.4366778149386845
GJ08BOH,GJ,Piata Romana,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
GJ08BOH,GJ,Piata Romana,Seara,15:30-19:00,20,4,4.5,0.632329988851728
GJ08BOH,GJ,Piata Unirii,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
GJ08BOH,GJ,Piata Unirii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
GJ08BOH,GJ,Piata Unirii,Seara,15:30-19:00,18,4,4.5,0.5888517279821628
GJ08BOH,GJ,Piata Universitatii,Dimineata,06:30-09:30,5,4,4.5,0.30624303232998884
GJ08BOH,GJ,Piata Universitatii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
GJ08BOH,GJ,Piata Universitatii,Seara,15:30-19:00,25,4,4.5,0.7410256410256411
GJ87MIL,GJ,Arcul de Triumf,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
GJ87MIL,GJ,Arcul de Triumf,Pranz,12:00-14:00,2,5,4.5,0.2743589743589744
GJ87MIL,GJ,Arcul de Triumf,Seara,15:30-19:00,22,5,4.5,0.7091415830546266
GJ87MIL,GJ,Piata Romana,Dimineata,06:30-09:30,11,5,4.5,0.47001114827201784
GJ87MIL,GJ,Piata Romana,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
GJ87MIL,GJ,Piata Romana,Seara,15:30-19:00,20,5,4.5,0.6656633221850614
GJ87MIL,GJ,Piata Unirii,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
GJ87MIL,GJ,Piata Unirii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
GJ87MIL,GJ,Piata Unirii,Seara,15:30-19:00,18,5,4.5,0.622185061315496
GJ87MIL,GJ,Piata Universitatii,Dimineata,06:30-09:30,5,5,4.5,0.33957636566332217
GJ87MIL,GJ,Piata Universitatii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
GJ87MIL,GJ,Piata Universitatii,Seara,15:30-19:00,25,5,4.5,0.7743589743589743
GR76SUR,GR,Arcul de Triumf,Dimineata,06:30-09:30,15,8,4.5,0.6569676700111482
GR76SUR,GR,Arcul de Triumf,Pranz,12:00-14:00,2,8,4.5,0.37435897435897436
GR76SUR,GR,Arcul de Triumf,Seara,15:30-19:00,22,8,4.5,0.8091415830546265
GR76SUR,GR,Piata Romana,Dimineata,06:30-09:30,11,8,4.5,0.5700111482720178
GR76SUR,GR,Piata Romana,Pranz,12:00-14:00,3,8,4.5,0.39609810479375696
GR76SUR,GR,Piata Romana,Seara,15:30-19:00,20,8,4.5,0.7656633221850613
GR76SUR,GR,Piata Unirii,Dimineata,06:30-09:30,15,8,4.5,0.6569676700111482
GR76SUR,GR,Piata Unirii,Pranz,12:00-14:00,3,8,4.5,0.39609810479375696
GR76SUR,GR,Piata Unirii,Seara,15:30-19:00,18,8,4.5,0.7221850613154961
GR76SUR,GR,Piata Universitatii,Dimineata,06:30-09:30,5,8,4.5,0.4395763656633222
GR76SUR,GR,Piata Universitatii,Pranz,12:00-14:00,3,8,4.5,0.39609810479375696
GR76SUR,GR,Piata Universitatii,Seara,15:30-19:00,25,8,4.5,0.8743589743589744
GR999JKI,GR,Arcul de Triumf,Dimineata,06:30-09:30,15,1,4.5,0.4236343366778149
GR999JKI,GR,Arcul de Triumf,Pranz,12:00-14:00,2,1,4.5,0.14102564102564102
GR999JKI,GR,Arcul de Triumf,Seara,15:30-19:00,22,1,4.5,0.5758082497212932
GR999JKI,GR,Piata Romana,Dimineata,06:30-09:30,11,1,4.5,0.33667781493868454
GR999JKI,GR,Piata Romana,Pranz,12:00-14:00,3,1,4.5,0.16276477146042365
GR999JKI,GR,Piata Romana,Seara,15:30-19:00,20,1,4.5,0.532329988851728
GR999JKI,GR,Piata Unirii,Dimineata,06:30-09:30,15,1,4.5,0.4236343366778149
GR999JKI,GR,Piata Unirii,Pranz,12:00-14:00,3,1,4.5,0.16276477146042365
GR999JKI,GR,Piata Unirii,Seara,15:30-19:00,18,1,4.5,0.48885172798216275
GR999JKI,GR,Piata Universitatii,Dimineata,06:30-09:30,5,1,4.5,0.20624303232998886
GR999JKI,GR,Piata Universitatii,Pranz,12:00-14:00,3,1,4.5,0.16276477146042365
GR999JKI,GR,Piata Universitatii,Seara,15:30-19:00,25,1,4.5,0.641025641025641
GL88DOR,GL,Arcul de Triumf,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
GL88DOR,GL,Arcul de Triumf,Pranz,12:00-14:00,2,4,4.5,0.24102564102564103
GL88DOR,GL,Arcul de Triumf,Seara,15:30-19:00,22,4,4.5,0.6758082497212932
GL88DOR,GL,Piata Romana,Dimineata,06:30-09:30,11,4,4.5,0.4366778149386845
GL88DOR,GL,Piata Romana,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
GL88DOR,GL,Piata Romana,Seara,15:30-19:00,20,4,4.5,0.632329988851728
GL88DOR,GL,Piata Unirii,Dimineata,06:30-09:30,15,4,4.5,0.5236343366778149
GL88DOR,GL,Piata Unirii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
GL88DOR,GL,Piata Unirii,Seara,15:30-19:00,18,4,4.5,0.5888517279821628
GL88DOR,GL,Piata Universitatii,Dimineata,06:30-09:30,5,4,4.5,0.30624303232998884
GL88DOR,GL,Piata Universitatii,Pranz,12:00-14:00,3,4,4.5,0.26276477146042365
GL88DOR,GL,Piata Universitatii,Seara,15:30-19:00,25,4,4.5,0.7410256410256411
GL656JUH,GL,Arcul de Triumf,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
GL656JUH,GL,Arcul de Triumf,Pranz,12:00-14:00,2,5,4.5,0.2743589743589744
GL656JUH,GL,Arcul de Triumf,Seara,15:30-19:00,22,5,4.5,0.7091415830546266
GL656JUH,GL,Piata Romana,Dimineata,06:30-09:30,11,5,4.5,0.47001114827201784
GL656JUH,GL,Piata Romana,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
GL656JUH,GL,Piata Romana,Seara,15:30-19:00,20,5,4.5,0.6656633221850614
GL656JUH,GL,Piata Unirii,Dimineata,06:30-09:30,15,5,4.5,0.5569676700111483
GL656JUH,GL,Piata Unirii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
